msno,churn_proba,risk_tier,rank
S43cFJ1AuR6m5jE85zrzV/bitIn7rfUatkxXRnOe2l0=,0.997547,high,4741
kfRAbAziyUeiydOBi2Z6K1EXgUFNk2ihzsazvRl4GtY=,0.997547,high,4742
HLPpv1OAJyW26e5KbRB5Y7rNBC4ZrlOwHb5EnZnFzUA=,0.997546,high,4743
eqUyGyIXuyAgLgr13KA7iR9gjn6l/8kRZLr2nyV1/4A=,0.997545,high,4744
LZv3k/IGUkYxVivK7R2vw3Hq1mlOEhAp3bXZiyqI2Ns=,0.997545,high,4745
S5IADKjNKl8pwFxXCXt1CXdyAYgk8ggaOTgpwmYGeVk=,0.997545,high,4746
1vkS8pvji/GtQk9nR6QSsE5wPG3KNWpCdZy54ZMyios=,0.997545,high,4747
mLSAyOKJvOVMdu3Qu6LW19uDvcBfyTCAQmkfEFUPU0s=,0.997545,high,4748
D/Ky/H7JT77Kd2hplTHnMqkU/zNI1ziOjwpzGY+JrNs=,0.997544,high,4749
lT2Tz0yJ5Cu4vvrVtgbubtA9b6PjVstEWXgcdFFlHBo=,0.997544,high,4750
4rL8ADXaXZXusx7BNWafvzd2ErmQ1tlBGmdyIKO5SQc=,0.997544,high,4751
efksieU9qjxhOt9wh8Rn+uGNTtnTJR9BaLISFKzaqyE=,0.997544,high,4752
sRMdCYmiC7nKRw9XrMgzdUmo9xpfE+BOy3OKHrbWNbU=,0.997543,high,4753
3FNY5/IDplbreYtC+AkdR3sQvS16XNVZuDwxrmObKEM=,0.997543,high,4754
XgvETY39M6lpTJe9QNM5GijlK1OjlVdgAgML9q/L7kg=,0.997542,high,4755
KbEqhaaKgh/GuMkWnN3tXQQxJ5uYLaP0sam396BpVWs=,0.997542,high,4756
b5g3JUDoehifdundFsuUtRChuMH+Ve6WotzIDxV5eMY=,0.997542,high,4757
Ga2/GCMQivRK44Jtvyd00UHVZZuwV0iHjEouYL3MS/M=,0.997542,high,4758
nSZg5oMzTKt+asjEtXj1sKIz2ktTVJUeEjcObWQED8I=,0.997541,high,4759
dgnWUmbQ0Pqm+BxVWNjFmVOd6rRVXs/pn4c8P42QzBw=,0.997541,high,4760
C1jje3iL4t3NgxzB7rUhVvvp9rfp51i+F9XASUdeJSk=,0.99754,high,4761
lhAgLlvH2JWFX+/cQmL3aHIROVsQg5U9Um6ej28/bXg=,0.99754,high,4762
ybesWDx5eoULjrHC3Cgtkfr9KwA04kjLsQN5BgEBld8=,0.99754,high,4763
CpMOlaq+Bd1AVou/Ga/+F/xWnBJOTUR6Sc4nl3Vni44=,0.997539,high,4764
0GfME0FnK9lpnf3/YTkoP8/GjCO5fyoCQ7sayAsYqQU=,0.997538,high,4765
Ikc2mpUUI+IkvG26zoI14OQRFmA0MS4f3t5Vrs5QM4g=,0.997538,high,4766
8Ki1uCYv2t/NdUtq9Mj/wev/f1mzz22WgG63ze8WFaU=,0.997537,high,4767
yuGzIJNw+dtfWy4oHIssya2FFuDENmARdV1bgbGtV4w=,0.997537,high,4768
8MGd5VIIDMUmE2nc4szB9JYwoSjI8vC7lPrBrpS8XOI=,0.997537,high,4769
JewTxfdmACmG5XslmhOvO3L3YOUwSdoiFuEmKcgvXC8=,0.997536,high,4770
b5cGa048JZdyNS10aPvy48oBhnAp+dt+xB5xoxR2x2s=,0.997536,high,4771
TDVJCFXwXd6Z8jLPG5KQ+iQXnWuQ/B8+dEFApouGrpQ=,0.997535,high,4772
1uloEVtRZu01hP1MBl03PW+Fbmwu3UYOLrBHt8WTpsY=,0.997535,high,4773
UeBBh7T9iVuEgrmxPPHLxxhYijaRUZQr6ScLXQo/ZmA=,0.997534,high,4774
GC8GoAQd4xd+SwX3Odvqyio4HB8geqwrgegCjh9rAqE=,0.997534,high,4775
DaqFdzi5mogXskSBm7NC52cz7xBgbQP7C8TkXIYdBBQ=,0.997534,high,4776
BoqZSz1AMV0JKZ+Tou09Qp1H9+Rn2K09fCKtYiu7swQ=,0.997533,high,4777
UpS2Lan0XP8GfdGmdmhsYR8yAWPmpEkRYKKkxrAO6JI=,0.997533,high,4778
H4VLOOzuV98P9wJtD47Dw6Uv5c5xmJmtwvL3g+Oja/4=,0.997532,high,4779
CvVL9yGOA2NsBAa8XAbCKvcBcuRSSi6NndEg0nuGKEw=,0.997531,high,4780
pEzvLetbu8+pB9cYLSzVacKmyyJYAFzhSFtrnMrJPJU=,0.99753,high,4781
vpwh/Hhc7JyhXdMyObvvysZSGRS5S8eo+p9MRKCqRh8=,0.997529,high,4782
j9ImP+KEsyLsleprfzaVvAYi0ZDqRT037A+MTXMyxXM=,0.997527,high,4783
ps+maXT9W7rmkzvZw1F9l5k/SYtIoXoS5TLm4lP/Y3Y=,0.997527,high,4784
Aq0yQ7wcaOG60khZix5LbFR0fsEcqVv3e+lPemFcIgI=,0.997527,high,4785
xMz+nLlDoC663ycZxoxQcrI83FeAobvw1WSVVEf97ic=,0.997526,high,4786
tKV8J3q7DZWf+K+WK9eO5joQ9bZxZxpRxIF4kpRvpus=,0.997526,high,4787
4z0IpuPdqHyN4WRdSsHqq0VEY/w1P7CycoDeP1DRwgA=,0.997526,high,4788
K180nh5MlG4xwT+bxWkkoG7F3UF1Ee5aXXGPOuHelvg=,0.997526,high,4789
a43AlfJY5BuFIKdXR1+SvcvzfvpNWDexol+209YVhWo=,0.997525,high,4790
fBGhj/X8CbpXKLz31no5vvn8kMFKz9TNDM5xuLuEp6o=,0.997525,high,4791
0kvjmCgorb4HwdIa22E17Rng3yaj8n3e3p5brCZbnvc=,0.997525,high,4792
awK4/VjxLu+ZMofdsMZy9TbfblZBBGYqWxWBsId/w4s=,0.997524,high,4793
sqaWgylAC4rovqB1JdjZ8n/kjLdiZX7EWk/LQn4MhvQ=,0.997524,high,4794
X736O4+jDafdvAJpcwWEdsB/lEi/QJ4RwXWdEzq0xB8=,0.997524,high,4795
fD88yu5bAvYcQlvc5/oYrsiWk1yX0+3djfAjToXQtTM=,0.997523,high,4796
pRyG1J68aQFOwkG+Kms0GUCjM4inYK10OJZAL/XeqEQ=,0.997522,high,4797
6faVMzQLagvyNHasUutMX1MlOOix3fKt2PFH7XKxAxw=,0.997522,high,4798
m4nk7+MwMcEfqA6fSHUIe3QDp82mSJPjmGB2R2C3Uvc=,0.997522,high,4799
RqkmfsaQMQyB7KF9AxOd0xgy/Zx6Sq2poj8JGzT7uew=,0.997522,high,4800
j3f2GjCHQrNoBmQvgZukqRfZO5vC+WeWrh6j5f8NMXI=,0.997521,high,4801
Ky6VapGbXDlofKxQvdbSorv+AJgccoiMBV2atb2uqio=,0.997521,high,4802
pBLmqCWpPaH9cYiwfFrxlPMUGtS336dFI0oZqfygw6s=,0.99752,high,4803
OXwcKXFIeXZh9ay0YXBkHdN7OjgEO8Q3pdUFeK1F3Do=,0.997519,high,4804
umHre3dAqMW/NfT1aspBv8sWbwvEa6CuhRiNyLrgOho=,0.997519,high,4805
ewdwC7Az1ECEDEU88ZfOH+22aMQVURpkMGpBmybzRqE=,0.997518,high,4806
quwblmMXJFCoszAh7mNFd2JM6BtecxY+nQ/+l5KsA7s=,0.997518,high,4807
5PcAUr2NWKWr4bwgliPPW/rDwB5SGSGPFN2TmRNHVPY=,0.997518,high,4808
bLlGeHwquJgelAtdlyDYsTMMpjZ8c5UAVFcajeqpqXk=,0.997518,high,4809
n1bZ0q8oNdbciNqSvDkTt26vz5EI31OwnpYpN6O2Wak=,0.997517,high,4810
3yWTXeV6+i3EuMr7PpC9bg4XjaqCk55Vwwnmsy4sgW8=,0.997516,high,4811
ET9dwSWNAOsOyRfeuJllViKt6U6P/kI7BkyPYlr1czc=,0.997516,high,4812
yo/dTskgH1IHRhNmU/2myaLFkvSSAEONQkuJ64TjqwM=,0.997516,high,4813
6D3gYIrVrAm2ESDPVUDjw60FIo0mtihb9hrqA67EULE=,0.997515,high,4814
LVU6JwoAPdevXNTJkETgLohCBjd8uf9HxZAUvaRchUU=,0.997515,high,4815
Gm4DMdajsBUmukzY7+Mcf8dIxyArLtR+ksO/qXWKY/8=,0.997515,high,4816
ndzN9XRf/9LXoFmmTai9eMxg/QqxNW9blt8dyQNa10A=,0.997515,high,4817
39Up9MoU7lp/8BKy33OXW4nnLmrD3aDeFh/IIX//LEE=,0.997515,high,4818
e2Reg4YyvPavGnxAs44HylVwQK+KHu09jQcglG49ojw=,0.997515,high,4819
tCEbBuXBml2VyMsBGMF43+M7hNxKm5nFurqZoST9zWU=,0.997515,high,4820
hpvxpYFm9F5LWVEKMiiV5qZuv8srfl3nuhVtWPAL3Zo=,0.997514,high,4821
aWxjlieH76xA1P5XQwJvzN34bj1UZmB3r5r9KFD6/6k=,0.997513,high,4822
58CYb1+y3VTuYRrp9bAND8zywt0Bsww1F2GIIVAfPKk=,0.997513,high,4823
p3LNnwe9cu1g4q7pTZD3yhb3Nqnfxex67NZxe8kX+2U=,0.997512,high,4824
cBQPUfReJL53GQiRFeroSSqetiWS1PRrkt/4t8Cpxh8=,0.997512,high,4825
le39U1E0vkG3RGektH2dUWzcD7nO/ngcmBNQIZYTyYQ=,0.997511,high,4826
dCbm/68eIQ6cBx+AQ18uVv4dCUE7Ek9wx/3QNiSyV5M=,0.99751,high,4827
Cr2Bucdfci2+pM7Hm/T3oYGYgJGFBnHi8nI+g3B6RtU=,0.997509,high,4828
+avGnbecAUHepCZvbIvx3biY4mH9ZYRjJ3EfwJdxak0=,0.997509,high,4829
9Mqgp4ULdi4wCmE3CydiL/8YsOtu3O3iTNcI7wy0sAQ=,0.997508,high,4830
S/VevST/z7YZ6UCeZ2ZMo7DpLb9T3tCkdYBPrcPAJfE=,0.997508,high,4831
yQEAG49Jt/upYE9gH2yjKvEWF5oVhB8/Avx0GuuVuvs=,0.997507,high,4832
d2CRsafe2IyqKlrFUWBR9V5qEgNLXl9FPsut6JY/wKU=,0.997507,high,4833
Bf3TeHExWN7u1tfFGpa8CDF2nmpvrIeOypVXzZy6PIk=,0.997506,high,4834
4PnCrbRRReyyNrdB1gS9go9FTi3jRF6lUROKIz5pbOM=,0.997506,high,4835
KQqSLupEmeyGfdTRBmAJR46IYXB3NbYfjpLBqsQfei0=,0.997505,high,4836
5b5nOSK800K3xml7qFmDq4z9vjOdrrMBh4Y5LDQUoxQ=,0.997505,high,4837
xsds92XtrqwWOJnDGsNxaWyE8OHjY7PSVadihh5vZGI=,0.997505,high,4838
ovOs735UL+6K/u3LVJJQT75HWc6lqf1vk+nWbYxh9fs=,0.997505,high,4839
uUeDRWyu1djRyRG35xir8Rmpdzh9bcDb8n5CCE39X4M=,0.997505,high,4840
ffVI05Pnf+eTneRjmtF1CK5qUNn1l/DNy+pqR6SdHBo=,0.997505,high,4841
07fPLBRD7c6gGhtHujfs5Yy15wC4tbb7gnJrlhU3iVk=,0.997505,high,4842
tFOI7edUXPD4WjmVNjkL7F1o5jex5Ipi78uAJ4HxD2Q=,0.997504,high,4843
Ke8b7q6iRp+D6a4lWSN2BoggO5tKQJwbn8bQSH42bt4=,0.997504,high,4844
vfWvHnxFXh7bMjHYw8xVx2QhhsStVl28RpwqVaLGwtU=,0.997504,high,4845
CqtXI3sTsQ3jkc7xrpVbXV0DhQhp5aCdZQJKjFYrFk0=,0.997503,high,4846
1oCRNt6HaVfZDZzGzsWj6cQ3r6gsVJdXV4/yKzR+3kQ=,0.997503,high,4847
Q/l8Gl34WcajjBo21RKXnZfoi4Dkw0hvoTUmFcryFsA=,0.997503,high,4848
uSr0jIJsln6u9H9wG5W7eOTnE1ThFUf0Ot2WqphxQXA=,0.997503,high,4849
d+ID+nlKVHvM6vs+/KRs0IESxs836gmoiiIM6hpAKPk=,0.997503,high,4850
N9m32XgEtXMzRMy78SHxFtGd0bKjQkM8UuXpp4nrgdY=,0.997503,high,4851
NZupd7UHnFM7fUl+ZfAQLLhAsujEphSYvzW75HCfq1A=,0.997502,high,4852
MCcjd5/jaQJoA7uxs2//z1hbI0eHKT60ikDowZqlpyQ=,0.997502,high,4853
CtuqU1p1Vmv0qX02ytMt0hBRoqYANVshyvOdFf0+D6Q=,0.997502,high,4854
i4UPFco3KX7snTwx3huwhBeZ4SqWeuO0TN1tq3ihIbw=,0.997502,high,4855
+dgpTZvDUJvdrGXp0PMPg0Xofi/9kMQQNJj2cHXYu/k=,0.997502,high,4856
VQSx9bEfWJheblwA0gYugO1HSuDKw/dQ7I4HkOwmdGo=,0.9975,high,4857
PJDIWoCVJVZnVx15cXve2ZNIH3Iu7JIuHg3oSarjOeY=,0.9975,high,4858
K33+UT8R5DgjBRdLeuc4Ng53qutHanUL6FToQlG36tc=,0.9975,high,4859
FTuERZTwxdzn1ZWNk0MMcK1Z2y0p3vtVrm7Dqq7hrDw=,0.9975,high,4860
2rAeNtwxXM1vQPvZU/i2+ehnJdMzVg8hNc97ckcKLyM=,0.997499,high,4861
EDH4rlKVTnlbC1p0KeChdmb2nF+ceP2egFAuahghjMM=,0.997499,high,4862
L5SdF3ZLMWBWLXyg5EbZyEXbjtXwx82OpmdmH+dfqYE=,0.997499,high,4863
hRb6RVP32V5oK7U4SZI55UGMWECRk0x5ENoSLngdNQc=,0.997499,high,4864
w1b5Hmp5Vm8Ioj4dzFRLQel0vm4mnnDtciaPE4G6plU=,0.997498,high,4865
00rP2F1P27B1R7rXqvoDkU3m+eAhe24PwG3lLlRXeJ8=,0.997497,high,4866
r0brQXc81cA60u6pPuO9dfQAwpMyuyjiFPTh8lzpmV4=,0.997497,high,4867
KNPH1d7dLZxApaSa//RpJSxjpu5URdOEMQPdVYzyC7Q=,0.997497,high,4868
z2Jp90h4TCEAcV2CvVt3x2JIb2uYBWyO+8uhLYoAnt4=,0.997497,high,4869
j8Yio9L8MEhONSQ+vpQNvM7sj0IU2jHdhi32JeNr6Uc=,0.997496,high,4870
yDYXLn5CDYtAI4HX5yxGO6xL5l3ObgIScgEXCsyGwtE=,0.997496,high,4871
rwvVA82As7bswv4GoQDm8aO8+dEXAwnZ/XFINWrRgyY=,0.997495,high,4872
JiwWoXytDNnYjEe1zj1QW9NwYHtoDHf05osQ5yWQd9I=,0.997495,high,4873
I2+OrDS0bYsdhsUPgtPjdvS0b+bwoP/nT1u5Vv83DjU=,0.997494,high,4874
HDt8hOBmORQccOL6JFHy/7OybdL9+D4Sjudq7yDnGis=,0.997494,high,4875
9tZOB++QJhf7l7GmId08VnTK3SbzSxCB0MLOt3xb4u8=,0.997494,high,4876
z47pDXWK8tbFwuwx1Y1zEu2fQ81eo6K+RPIoaZWPfMk=,0.997494,high,4877
qhHn6qgU1+Z1NjfQvwNuNUZhaDHWYdAouk2TqpPX4dU=,0.997493,high,4878
DK/ddbFXT1F4GlpAtPdxZHWogCAy9VemeyIRm9OmSlE=,0.997493,high,4879
Igja/SQzFOGyNHzRh4If86eDwDc/MfjMdbU54pp4Tw0=,0.997492,high,4880
tmQ1yYgAtQUOEees8IEpXWjA+BWro1dB6IUQm1e32pY=,0.997492,high,4881
IchvEBoMv9LpbzHNf5b0J1iSboZtLeZQ8EWklZ0VyyY=,0.997492,high,4882
9lLJscDZKOMMTaapTeZjVOEmtxfI+Y6u2+uL/RYNsEE=,0.997491,high,4883
jw6ea6EZ724eypHDpE2aNddhOwoqpYOw5g6pjVHe2RI=,0.99749,high,4884
tlunWV83AcF8nYshq1nvM8yyK0HVKUPiDc9Qm6wuqS4=,0.99749,high,4885
IYnyJCeJqtctfd6S4z04bNxCkbMqg4NewwbaRQtyr8Y=,0.99749,high,4886
NZkxEhgpYptQG1WmQQSy/uQv26U+0N9QTtgBB1KU1Zc=,0.997489,high,4887
NhiSW54aodgXMz8SexGt8sfiKmcn1VKyWe77Qwr8Btw=,0.997487,high,4888
U81rCBUDqfuAqy8iCa7hefTx0RPCg861LuYMWt4+Pfc=,0.997487,high,4889
U5+Wj0iqq7ZrTuHsu5s0krJ4wHi7W09ujcSRTg+q7IY=,0.997486,high,4890
c9g/dFr1dvWMpWc2XTWY/F37lpQBEZHWHjY8qRIb18I=,0.997486,high,4891
2IZIrDdEwxXwh0g8OAC55I7XRsf0Ux8Ex4bIhEcJf40=,0.997485,high,4892
6uX8XU9APNgQigdUVLXt9OsShMTH09SddgR+DY4BKz4=,0.997485,high,4893
NvDzg7xjE9uSYYCn0XLsuhNJDg4AReos6Z6A79ctHSo=,0.997484,high,4894
zMpr7LmdsbiBvbweVbRyWDtC+DX4IpYyHDB+mhutC3U=,0.997484,high,4895
38lx2i0wTP725Lx+jvuZIvGNXGLw+bNQ4zPh3w852cI=,0.997484,high,4896
lr2ger/dV7c8K4zMT66fc8zRlsT0sorfRSxqwECgg3I=,0.997483,high,4897
HhzTWqnhyYg2zsFojATozn0lNs0Upq/9JzYldqC0z5A=,0.997483,high,4898
XNfpvpR9W/eMVZ2GypAifOK/aat8WKLsqZSjjISORNo=,0.997483,high,4899
cNUk1ZsDGt77nIuu52NmLf/+pbF/b8kYKwrQvw4W8cg=,0.997483,high,4900
fblrkjnJV5VmLQhCpN47aiRZbY5Hfp6RKh/aoadA/GY=,0.997483,high,4901
YPhX9N/T1690CPs/FqL3k6HgnvAHO12uZ4dQXVMcJTY=,0.997482,high,4902
KW8mL+VlpyNwTuC7j3M/dSrggSDXlLlzQWsXU2etw34=,0.997482,high,4903
B5cc6amyO7s25AQhAv47yX/aCbtbzefCeaYMsnb2WOA=,0.997481,high,4904
y+Kvi6LmFC2vkNFnBmqaxDd8GrUzcR4bgNzBK4hOH4c=,0.997481,high,4905
qravFaGiWMorlNwEbGlKbz+veGM+lxqYCAcVEdvJmek=,0.99748,high,4906
PnYFBzCThmo0GN7Qb3iTh2790Ievk7Rk90s6isQfwQE=,0.997479,high,4907
q3TJDNjoa0PrAEJPx5+RsW5NlXA2GMZTvvm0ofa+em0=,0.997479,high,4908
mnTRgJUwqay/BGwfF6+C3KzrII53T2rAj8uQ1qXkAhE=,0.997478,high,4909
5XPZl/D0C/2s8c1kqr9KhuAvSZlvh5VccHLrgPFOExs=,0.997478,high,4910
Zw+Bts/Q7i0st9cwAxN5+WE1c15szYyX5Ns30t+aATY=,0.997478,high,4911
NhFzHvD8oIsev+zPIerhNJQKK1C0InPHjFx2VX1f//w=,0.997477,high,4912
7MeJpTVT0ealY0a3oOUpl008Q/F3mOGKAzLZRKAEcac=,0.997477,high,4913
9gbhrq1KnlG4XOLhNID+q4mLkv//OUtLSUlLwmr6yJY=,0.997477,high,4914
MR8FWDGO+O0tzbF9O0CfrGgCtKuWdIBQ51+m/r50uhY=,0.997477,high,4915
s+ldFQkjoeDSc5QBZJcHG+x4zsE2rAHlylCFRvoYlUA=,0.997476,high,4916
FzKKtmTO7uurEJm6qb6EuDXm7iALkcrhaNEhBEcQ3uA=,0.997475,high,4917
/vAV+ImMMAv0dy9jZ107agQCDIP/M5DbiUQeMy7tLgc=,0.997475,high,4918
ZjnLbK4yak1tzqBAdAmJO2G3biyRuXK63H3eJctSiBs=,0.997474,high,4919
Cn7u28mRl2pZioL3c6ltN/POWSlnrn4pZmhuskVg0KE=,0.997474,high,4920
gMJkxaFqMskVgaWM+50m1/JUCHgxEkhTvBNi1Vbq0eI=,0.997474,high,4921
J57/njmtEQquiyOdvfb8v+59DAkXUb3eR1R3JBKsY6U=,0.997473,high,4922
39Kb5uw2/mGapQtGUn6vW0lkCzYSxZtTEaUIWIZ9PsM=,0.997473,high,4923
/eywdjWIHfz0K2ye3DSrnWX98IAONCT85YVemZqU6BU=,0.997472,high,4924
/b5t23t1HUlr5PosAD70Y8D/LMqgW6P59aql1bQjDlE=,0.997471,high,4925
qr3VzJbzz3jv8UbpVxIdL63ravB4qzqNSjdlXA4KRBU=,0.997471,high,4926
jMVBTQgKT6vthG12Pxgq42ivXoKgS1TV/Yj7gsOwu0M=,0.997471,high,4927
+n+JFY17glmoidADUI4pOu7zomvJzmrDpRoUCtBUEkE=,0.997471,high,4928
qXRJud7tJSI8mRBpHd8y812NjChNFiFU209ZUKfyLlc=,0.99747,high,4929
wiZZnBB/4zxg3R6r7Wqshc/VotVk0elsOwoMuXijhsQ=,0.99747,high,4930
NgpKb35Dd0lNbRps2JGuBqW2mgxrTAP8yi4HIvj98O8=,0.997469,high,4931
6tvfqRouAjngrEUGfA9c/5AQ/jz8IJqUt8MVIuzBSPk=,0.997469,high,4932
ipqx57vDRpYyuZT4zL2AbAMso0ov1QvMBhF4lOLuvr8=,0.997468,high,4933
XObvpP7C6DF3G5/y6RozlUy0F+NZZo6yXSMBTeOq0YU=,0.997468,high,4934
iChwC8TJo8tnC/3duIRNoBMwHHrxPWG41lv3znuVNU4=,0.997468,high,4935
kkh3Uq9eYiF1LpVp9SHAWfMeP2HVPf5KBirVFLkjV5k=,0.997467,high,4936
ex0/V7vRNgWBlpOg+anGBz4n/q7stOnkjtpAXNIrYu0=,0.997467,high,4937
2C7/pdat4OmXbEGo13MeHXNKfxZb6lLrPHokmpC9824=,0.997467,high,4938
v0It2DLvrWqUta0A9m4jiJXC7zSPa2CipROqT4o3Thw=,0.997467,high,4939
HVHsD7dgd5nZCfs/DE8NrGoiD4uRBxJYRJGr1TlMzY4=,0.997466,high,4940
PdIHerhZHgix0aNWFuCMwzqatfw7yTCFfEspPgArGpg=,0.997466,high,4941
mRldHn0RXczeJMJrCaJQEyLJRLh7Ly9CWNSbGHxVx8k=,0.997466,high,4942
0qsvI/E4mA66c53NNZBr2VzaFr1em39M6B6k7kf/4Ro=,0.997464,high,4943
H5m0bmGjVBGnJqVH0CSlsG28WS3W6RPaiOdYmvlXq4A=,0.997463,high,4944
n4Ya/Sa9J1A7nGVkiCamp4bsZrcb1C63BEW0FHsUCfE=,0.997463,high,4945
cibnZ6NT2QP3peyTXzl9E0XfPpDaGDC86g/KJojsHcw=,0.997461,high,4946
1ooxzWkd+XuvS78KoYktt6zr+HOzOQ7hxVmrg/0wDl8=,0.997461,high,4947
DLB1uo8bHNMjfxK6mSnHSUVfAl2e2jgTtJF8gWMDxCQ=,0.99746,high,4948
suAxY4y3MWUqwJJeCfoykkONvV1UjYf55fkb4ieGyl8=,0.997459,high,4949
+M1S/lFsPdxgzshUeCYj6DSe0zId6bx2XJR6unzFL8o=,0.997459,high,4950
avKphi6vOV9DHiCZChtU22EszLkesiho7h1kJLR9KYY=,0.997459,high,4951
VAI6S/O9wPvnyoUqHB7DSJagqdV1nJ3cDLfwX0FW0OI=,0.997459,high,4952
ibi8bekfgSMmehq+a22g5t49M6zDOw52ee0nlkg6NuY=,0.997459,high,4953
NlaDESAre1zAYk6KUbXFGgdc4/6oRWLZm0+ANSKiKYs=,0.997459,high,4954
jQ7yRYZ6TAnbgwdBRnLEVlRH1LLnSEB9vMCTHzQDfJY=,0.997459,high,4955
peFAAsBshGvd9Emwn3e9272ZxEygIYrV+pa3Jz9l4Jc=,0.997459,high,4956
PJ6vAvYyi23atIQLZ8YLqcJs9nLNvi4z4CDn84pGgas=,0.997458,high,4957
CpBPxFa4+7V0DVyelzLU/4+NgL/Y4yGGs42YG0K0SEs=,0.997458,high,4958
r8aNWtL/3OgDSxuPjWKmUiJFs3o9HkcCw+bzuuSk8rw=,0.997458,high,4959
3pU0ldZRSlPwwcEkbfVcPg2C/RXPSRzSqvFZY8eti/c=,0.997457,high,4960
Q2X/L+Ao85O2ohsE+gZPfOzvmbum4w5qlwIyI1P0wTU=,0.997457,high,4961
D0XVRCIT3YGRgKBD6yMVoguOeN0wRysyvIWJsT3tzas=,0.997456,high,4962
KUXoinxSqFLaTuX02xtn73+tMusaZMH2U3o8vM7mYrA=,0.997455,high,4963
bwDWy8yrUvqrxyib6aoIOGZy6t7WX3I9mQ5Mom4wWrM=,0.997455,high,4964
e0yq4ja3I6W17Sg9/6cQq790FR3OxOPRQVNNp2P61kw=,0.997454,high,4965
gp0Fmenihe/VwqauZtHdjAoBt4yEZZhcfy6aT6u7108=,0.997454,high,4966
5PJJc8w4rKkQXRiNyWZLs70ndLFqkqI9IdYJdU1PKCM=,0.997454,high,4967
OAvj7d1/W0xpaYhecukx1uvpV0gCP9k4QEbrCUTGXUA=,0.997453,high,4968
qxOtngi7hZn/Wz0A1OLCLosE46yW5HkYD95QaDUzVr8=,0.997453,high,4969
lenKovhum2yq40Atwn2MN+zr7ZGLFKj/cWBCkmP0KHo=,0.997453,high,4970
tfOYf9wgGjL4i8mjphlGpTCgNY2pKEb9IWxVgIc2nxY=,0.997453,high,4971
Lrz3NLtdI7hqBPVDOSATwZdiK3ISjoC6G+MT33ndWwU=,0.997452,high,4972
bYAi4L2/4UCQgqY0DwJP2vkEa4ZPg2dX0wh+ZpLqj0g=,0.997452,high,4973
lt71xX4ujO70gJKEz05NqYqVyxqLu3cgM6QuY6DLaAU=,0.997451,high,4974
q+4kB7PvxuR1SV/YToEbCFtAp1fV7+5YJNTekEew+f4=,0.997451,high,4975
JSoeHJqRiq3EAaNlMD3w0V69WeoNspgw8yF9ZCYKdfY=,0.99745,high,4976
7nl7sPUzoYI47rD6vrc7Cd3Il4lGFIM+2zhxjP76Is4=,0.99745,high,4977
d3XDfmvkJ6fJasqSDW1HQfPcngIDwP8RvMz3wSgH8Ws=,0.997449,high,4978
468MQnwdDufMzyb9vP+hTDhSAtXX0lPqpgh0Aq7mw+k=,0.997449,high,4979
u08UKxhsFgxrpT+DMf+OS5LwgPe953Wf7F/WtETAG/k=,0.997448,high,4980
4KxexrIVyIRmwxEfgTwg3Ja83Btf9YMesjpxmAje2w0=,0.997448,high,4981
V7boVuVFn8w+EGA8JWkJwe1q/prXIrg3X25mP/ccvX8=,0.997448,high,4982
R3LEVEVhU++S1XHeMhKYDiRBwqHnrXiuY5yhI9W5H/k=,0.997448,high,4983
R0qETpwcXovHoNNchNoH2LsFqEAEEfldOs9HYObeKLw=,0.997448,high,4984
4ZmeuStyXD/ztnK79QO7AVddmIsLHcSVa5WsJeOwdBI=,0.997446,high,4985
BWXI7s9TEYLdWNJX2jhLgeGjZ9lpwtJdvUC1a68jbqU=,0.997446,high,4986
Ttau0+fjWQNTMpJtEyFiSTDhxZu8RA4DTcTeLkHgDbc=,0.997446,high,4987
DOoJssZwX5oPcUF9biNCBr2C2w9cY26Wmy2OuHbd0Qs=,0.997446,high,4988
5TGD9PV2dkyqAie5vVJme/q3a7ti0L/IYUKPVAp3Cxc=,0.997446,high,4989
6Go7GBT9tC4Pn2hRs3TuUEC5VRtAfL1d2ESquI7jMS8=,0.997446,high,4990
EX8i7V6LXaU3GzYJZr7nETlia9TM4z1chPtXiw0dOPI=,0.997443,high,4991
hScMiAnVBRR8G9xTVMrFmSVQgPQyhJPiYPf8riuLiJg=,0.997443,high,4992
uiWJnIF1CwVP4DIV/r1/W0x/RmMPCT12neuWc05K3SY=,0.997443,high,4993
K5/q4JmCXEx1AikfvbDNCXKAyysQQfXnFPXsG2RMdR0=,0.997442,high,4994
qMQgMDpDIwlrEd4+KO9GMam3XQ9dKh+bgNCJiexoR2c=,0.997442,high,4995
wkqj5ZdVY0BZFlGMRH6UiegfYbN6aJ4w+apDaXDHDnQ=,0.997441,high,4996
mFgTaPJckvm9jewNmjfeYRo7ntGj5P1jLBxpAki/4dQ=,0.99744,high,4997
mXLQJSiI9PL805i3N8DjvdlpKjyIvdjTQtIkAzfQ0CA=,0.99744,high,4998
XxA5R1kEIzrh9/SmjPuigjVdyScrZlbeRz6FR/T0A4o=,0.997439,high,4999
G5KTRJWMogdsLv4fYtyCjTQ9O1hlr22oPoNHcKrcaH8=,0.997439,high,5000
TAKTByAc+r0FJem8sl0OvQxEWHXugU8KRvSGmBYDyoU=,0.997439,high,5001
FUc3nITfzqqpC/12oKU8jDPxxsJI8488QRgaL1GitC4=,0.997438,high,5002
ahXxRhkD2vezlOhZRSO2jju06zsMq238dDtwuMBto80=,0.997437,high,5003
